0,1,2,3,4,5,6,7,8,9,10,11
1.0,1.000286960354559,0.9999336255135577,1.0002078674036488,1.00020627759559,1.0005222519472168,1.0001542113816744,1.0004833016497836,1.0004928404981344,1.0007193881464707,0.9999157401728995,1.0003565144571183
1.0,1.0003159091866392,0.9999479445239626,1.0002769669221228,1.0002865038032287,1.0005130047294983,0.9997095224963105,1.000150205877421,1.0001426558465454,1.0004891625267331,0.9999606603654375,1.0000747055686643
1.0,1.0002264360514797,0.9994231839530731,0.9998637411128816,0.999856193244499,1.0002026006776397,0.999674249890854,0.999788262429055,0.9997763447421352,1.000202203421409,0.9997072221579992,1.000202203421409
1.0,1.0003464572560345,0.9998180304779084,0.9999320594142408,0.9999201400132305,1.0003460599426675,0.9998510074873704,1.0003460599426675,1.000357582030311,1.0005987512440873,0.9997520764589842,0.9998263740586155
1.0,1.0004259539461136,0.9999308619527764,1.0004259539461136,1.000437476953984,1.000678665429069,0.9998319230231286,0.9999062265566391,0.9998962929291645,1.0002213212201354,0.9998962929291645,1.000052846898165
1.0,1.0002410830068253,0.9993947108691896,0.9994689819108311,0.9994590526271893,0.9997839387879522,0.9994590526271893,0.9996155381373856,0.9996258645923731,0.9996258645923731,0.9991139107277968,0.9991516420056359
1.0,1.000325062002199,1.0,1.0001565702064381,1.0001669022505177,1.0001669022505177,0.9996546712959522,0.999692422995474,0.9997067289026613,0.9997901800279203,0.9993828590593944,0.9995426083563187
1.0,1.0,0.9994878545236671,0.9995255999233967,0.9995399034432944,0.999623340642697,0.9992160876456129,0.9993758102844692,0.999393292364344,0.9994755376037553,0.9992709178052203,0.9993356809647566
1.0,1.0000834756062416,0.9996760351472053,0.9998358313077249,0.9998533214347468,0.999935604532328,0.9997308905455925,0.9997956835161514,0.999809198614305,1.0002595693851228,0.9997992610421332,1.000056445409935
1.0,1.0000822951685184,0.999877551150224,0.9999423536259172,0.9999558707067366,1.000406307546984,0.9999459316767223,1.0002031537734921,1.000210707436303,1.0002906172376176,0.9998179169701386,0.9999340048407053
1.0,1.000450456718584,0.999990060531364,1.000247293979664,1.0002548479758273,1.0003347613036608,0.9998620401753323,0.9999781331690009,0.9999507002355655,0.999983699271437,0.9994481607013289,0.9994652565873829
1.0,1.0000798929672725,0.9996072922802726,0.9997233556954147,0.9996959297514256,0.9997289203797023,0.9991935182557418,0.9992106097860538,0.9992201492448326,0.9992436004143306,0.9983409291273859,0.9985674912733826
1.0,1.0000330006627964,0.9994974356894614,0.9995145324183801,0.9995240747787066,0.9995475330811765,0.9986445872352641,0.9988712182930228,0.9988588927442675,0.9995479306795233,0.9987559147724088,0.9995189060001964
1.0,1.0000234694721837,0.9991200936869506,0.9993468326555032,0.9993345012379153,1.0000238672598476,0.9992314742329064,0.9999948287603664,0.9999773261031448,1.0000485300950235,0.999799912804944,0.9999447075146862
1.0,1.0006898250996823,0.9998969043849869,1.000660767262246,1.000643252949271,1.0007145043588745,1.000465721504113,1.0006106126387262,1.0005990691142652,1.0011762453373116,1.0004653234515457,1.0011587310243364
1.0,1.0000712056063872,0.9998225826790571,0.9999673806719341,0.999955844568106,1.000532649759512,0.9998221848823735,1.0005151467054278,1.0005020194148648,1.0014360460282585,1.0004240512648541,1.001365238218555
1.0,1.000576830661613,0.9998663344122056,1.0005593268346398,1.00054619896441,1.0014802668219733,1.00046822737153,1.0014094558855824,1.0014237771985603,1.0019445160510092,1.001381608888125,1.0016835499034107
1.0,1.0009335579491783,0.9999220709718745,1.0008627856685337,1.0008770991634957,1.0013975537441915,1.0008349538727745,1.0011367300582201,1.001139115640714,1.0015971474794931,1.000700566058966,1.0015832315816133
